,occurrences,word,rank,word_correct
195,1, fahr,102801,['fahr']
196,1, fattire,102800,['fattire']
197,1, feki.toppoint.de,102799,['feki.toppoint.de']
198,1, feldtmann,102798,['feldtmann']
199,1, felix.rz.fh,102797,['felix.rz.fh']
200,1, filippini,102796,['filippini']
201,1, fleuren,102795,['fleuren']
202,1, folly.welly.gen.nz,102794,['folly.welly.gen.nz']
203,1, franck,102793,['franck']
204,1, franck.leglasse,102792,['franck.leglasse']
205,1, franzki,102791,['franzki']
206,1, friis,102790,['friis']
207,1, fzi.de,102789,['fzi.de']
208,1, galarza,102788,['galarza']
209,1, gammon,102787,['gammon']
210,1, gartler,102786,['gartler']
211,1, garzik,102785,['garzik']
212,1, gef,102784,['gef']
213,1, giller,102783,['giller']
214,1, glasse,102782,['glasse']
215,1, glawton,102781,['glawton']
216,1, gmayer,102780,['gmayer']
217,1, gollum.ttd.teradyne.com,102779,['gollum.ttd.teradyne.com']
218,1, graz.ac.at,102778,['graz.ac.at']
219,1, grupenhoff,102777,['grupenhoff']
220,1, haggerty,102776,['haggerty']
221,1, hak,102775,['hak']
222,1, harburg.dbp.de,102774,['harburg.dbp.de']
223,1, hargrave,102773,['hargrave']
224,1, hassa,102772,['hassa']
225,1, hassag,102771,['hassag']
226,1, helge.nareid,102770,['helge.nareid']
227,1, hellerhoff,102769,['hellerhoff']
228,1, hendel,102768,['hendel']
229,1, henning,102767,['henning']
230,1, henriksen,102766,['henriksen']
231,1, herron,102765,['herron']
232,1, hildesheim.de,102764,['hildesheim.de']
233,1, hlrserv.hlrz.kfa,102763,['hlrserv.hlrz.kfa']
234,1, hoang,102762,['hoang']
235,1, hollebone,102761,['hollebone']
236,1, holsman,102760,['holsman']
237,1, hoppenbrouwers,102759,['hoppenbrouwers']
238,1, hoppie,102758,['hoppie']
239,1, hvlpa,102757,['hvlpa']
240,1, hydrogen.oscs.montana.edu,102756,['hydrogen.oscs.montana.edu']
241,1, ibt.kfa,102755,['ibt.kfa']
242,1, iccgcc.cs.hh.ab.com,102754,['iccgcc.cs.hh.ab.com']
243,1, ida.org,102753,['ida.org']
244,1, iholsman,102752,['iholsman']
245,1, imada.ou.dk,102751,['imada.ou.dk']
246,1, imperial.ac.uk,102750,['imperial.ac.uk']
247,1, iwaarden,102749,['iwaarden']
248,1, ix.de,102748,['ix.de']
249,1, jarlehto,102747,['jarlehto']
250,1, jdecarlo,102746,['jdecarlo']
251,1, jkr,102745,['jkr']
252,1, jmcging,102744,['jmcging']
253,1, joern,102743,['joern']
254,1, jofried,102742,['jofried']
255,1, johnb,102741,['johnb']
256,1, kassarji,102740,['kassarji']
257,1, kassarjian,102739,['kassarjian']
258,1, kevinl,102738,['kevinl']
259,1, kevinlu,102737,['kevinlu']
260,1, kherron,102736,['kherron']
261,1, knex.via.mind.org,102735,['knex.via.mind.org']
262,1, kone,102734,['kone']
263,1, kralizec.zeta.org.au,102733,['kralizec.zeta.org.au']
264,1, kretzer,102732,['kretzer']
265,1, krid,102731,['krid']
266,1, kristian,102730,['kristian']
267,1, lacy,102729,['lacy']
268,1, lawton,102728,['lawton']
269,1, lbt,102727,['lbt']
270,1, lehtonen,102726,['lehtonen']
271,1, leitner,102725,['leitner']
272,1, lempriere,102724,['lempriere']
273,1, lems.brown.edu,102723,['lems.brown.edu']
274,1, lenbc,102722,['lenbc']
275,1, lentin,102721,['lentin']
276,1, lermer,102720,['lermer']
277,1, levis,102719,['levi']
278,1, lexmark.com,102718,['lexmark.com']
279,1, lf.hp.com,102717,['lf.hp.com']
280,1, lhoang,102716,['lhoang']
281,1, ljensen,102715,['ljensen']
282,1, m.ruppel,102714,['m.ruppel']
283,1, magnum.convex.com,102713,['magnum.convex.com']
284,1, maoee,102712,['maoee']
285,1, marc_van,102711,['marc_van']
286,1, mashao,102710,['mashao']
287,1, mast.enet.dec.com,102709,['mast.enet.dec.com']
288,1, matd.gatech.edu,102708,['matd.gatech.edu']
289,1, maturo,102707,['maturo']
290,1, mcgehrin,102706,['mcgehrin']
291,1, mcging,102705,['mcging']
292,1, mella.ee.up.ac.za,102704,['mella.ee.up.ac.za']
293,1, mfclemente,102703,['mfclemente']
294,1, mips.ccc.nottingham.ac.uk,102702,['mips.ccc.nottingham.ac.uk']
295,1, mist.cs.orst.edu,102701,['mist.cs.orst.edu']
296,1, mittelst,102700,['mittelst']
297,1, mittelstaedt,102699,['mittelstaedt']
298,1, modester,102698,['modester']
299,1, mogli.zdv.uni,102697,['mogli.zdv.uni']
300,1, montage.oau.org,102696,['montage.oau.org']
301,1, moriarty,102695,['moriarty']
302,1, mouawad,102694,['mouawad']
303,1, mrhagger,102693,['mrhagger']
304,1, myke,102692,['myke']
305,1, nadler,102691,['nadler']
306,1, naji,102690,['naji']
307,1, nareid,102689,['nareid']
308,1, narinian,102688,['narinian']
309,1, neon.rain.com,102687,['neon.rain.com']
310,1, networx.com,102686,['networx.com']
311,1, nmouawad,102685,['nmouawad']
312,1, nyh,102684,['nyh']
313,1, o'neel,102683,"[""o'neel""]"
314,1, oddbjorn,102682,['oddbjorn']
315,1, odskog,102681,['odskog']
316,1, oneel,102680,['oneel']
317,1, oussoren,102679,['oussoren']
318,1, ovillumsen,102678,['ovillumsen']
319,1, p.vanderlek,102677,['p.vanderlek']
320,1, pdn.paradyne.com,102676,['pdn.paradyne.com']
321,1, pean,102675,['pean']
322,1, petja,102674,['petja']
323,1, phy.nrc.ca,102673,['phy.nrc.ca']
324,1, pietilainen,102672,['pietilainen']
325,1, plim,102671,['plim']
326,1, plxsun.plx.com,102670,['plxsun.plx.com']
327,1, po.berkeley.edu,102669,['po.berkeley.edu']
328,1, poplar.cs.virginia.edu,102668,['poplar.cs.virginia.edu']
329,1, provensal,102667,['provensal']
330,1, pshuang,102666,['pshuang']
331,1, psyhtjs,102665,['psyhtjs']
332,1, qintar,102664,['qintar']
333,1, qvack.ee.mcgill.ca,102663,['qvack.ee.mcgill.ca']
334,1, rafetmad,102662,['rafetmad']
335,1, rcox,102661,['rcox']
336,1, rflab.ee.ubc.ca,102660,['rflab.ee.ubc.ca']
337,1, rgam.sc.ti.com,102659,['rgam.sc.ti.com']
338,1, rgammon,102658,['rgammon']
339,1, robbert,102657,['robbert']
340,1, robert.howard,102656,['robert.howard']
341,1, roboco.uucp,102655,['roboco.uucp']
342,1, roll.choate.edu,102654,['roll.choate.edu']
343,1, rosenvold,102653,['rosenvold']
344,1, roussor,102652,['roussor']
345,1, ruppel,102651,['ruppel']
346,1, rvaniwaa,102650,['rvaniwaa']
347,1, rwyble,102649,['rwyble']
348,1, sasowa.han.de,102648,['sasowa.han.de']
349,1, scdrye,102647,['scdrye']
350,1, schimke,102646,['schimke']
351,1, schimken,102645,['schimken']
352,1, schipper,102644,['schipper']
353,1, schunix,102643,['schunix']
354,1, sci.kun.nl,102642,['sci.kun.nl']
355,1, scl.cwru.edu,102641,['scl.cwru.edu']
356,1, scott.maxwell,102640,['scott.maxwell']
357,1, shankar,102639,['shankar']
358,1, simonc,102638,['simonc']
359,1, sipples,102637,['sipples']
360,1, siri.unit.no,102636,['siri.unit.no']
361,1, skogstad,102635,['skogstad']
362,1, slin,102634,['slin']
363,1, smaug.enet.dec.com,102633,['smaug.enet.dec.com']
364,1, sneath,102632,['sneath']
365,1, socrates.ed.asu.edu,102631,['socrates.ed.asu.edu']
366,1, sorourke,102630,['sorourke']
367,1, spokesmodel,102629,['spokesmodel']
368,1, spr.com,102628,['spr.com']
369,1, srg.af.mil,102627,['srg.af.mil']
370,1, sstrazdu,102626,['sstrazdu']
371,1, steinkopf,102625,['steinkopf']
372,1, strazdus,102624,['strazdus']
373,1, streeter,102623,['streeter']
374,1, swknasri,102622,['swknasri']
375,1, tanith,102621,['tanith']
376,1, tedc,102620,['tedc']
377,1, tfriis,102619,['tfriis']
378,1, theory.lcs.mit.edu,102618,['theory.lcs.mit.edu']
379,1, therson.affinity.mn.org,102617,['therson.affinity.mn.org']
380,1, tigris.stanford.edu,102616,['tigris.stanford.edu']
381,1, torben,102615,['torben']
382,1, torsten,102614,['torsten']
383,1, torsten_hellerhoff,102613,['torsten_hellerhoff']
384,1, train.fido.de,102612,['train.fido.de']
385,1, tsen,102611,['tsen']
386,1, uhs.uga.edu,102610,['uhs.uga.edu']
387,1, umd.edu,102609,['umd.edu']
388,1, unther,102608,['unther']
389,1, up.edu,102607,['up.edu']
390,1, utu.fi,102606,['utu.fi']
391,1, v.narinian,102605,['v.narinian']
392,1, vartan,102604,['vartan']
393,1, veeraraghavan,102603,['veeraraghavan']
394,1, veldhuyzen,102602,['veldhuyzen']
395,1, venkat,102601,['venkat']
396,1, venkatesh,102600,['venkatesh']
397,1, venky,102599,['venky']
398,1, villumsen,102598,['villumsen']
399,1, votings,102597,['voting']
400,1, wantosch,102596,['wantosch']
401,1, wesb,102595,['wesb']
402,1, wfranzki,102594,['wfranzki']
403,1, wicat.com,102593,['wicat.com']
404,1, wilfried,102592,['wilfried']
405,1, wimmer,102591,['wimmer']
406,1, wittenauer,102590,['wittenauer']
407,1, wyble,102589,['wyble']
408,1, xscheme,102588,['xscheme']
409,1, yacc,102587,['yacc']
410,1, yguo,102586,['yguo']
411,1, youren,102585,['youren']
412,1, zabbal,102584,['zabbal']
413,1, zfe.siemens.de,102583,['zfe.siemens.de']
414,1, trotter.usma.edu,102582,['trotter.usma.edu']
415,1, ronel,102581,['ronel']
416,1, troubleloading,102580,['troubleloading']
417,1, netnews.comp.sys.ibm.pc.hardware,102579,['netnews.comp.sys.ibm.pc.hardware']
418,1, brianzex,102578,['brianzex']
419,1, russest,102577,['russest']
420,1, blasters,102576,['blaster']
421,1, eggebrecht,102575,['eggebrecht']
422,1, manolis,102574,['manolis']
423,1, stratakis,102573,['stratakis']
424,1, cyric,102572,['cyric']
425,1, myslef,102571,['myslef']
426,1, c.s.i.p.games,102570,['c.s.i.p.games']
427,1, gamepad,102569,['gamepad']
428,1, steadying,102568,['steadying']
429,1, farenheit,102567,['farenheit']
430,1, mblawson,102566,['mblawson']
431,1, andrews.edu,102565,['andrews.edu']
432,1, hernandz,102564,['hernandz']
433,1, comms.ee.man.ac.uk,102563,['comms.ee.man.ac.uk']
434,1, profitably,102562,['profitably']
435,1, unwrap,102561,['unwrap']
436,1, yearlong,102560,['yearlong']
437,1, proscan,102559,['proscan']
438,1, joe_west,102558,['joe_west']
439,1, buhlig,102557,['buhlig']
440,1, mul,102556,['mul']
441,1, gha,102555,['gha']
442,1, randalli,102554,['randalli']
443,1, rocky.ucdavis.edu,102553,['rocky.ucdavis.edu']
444,1, atsushi,102552,['atsushi']
445,1, enginnering,102551,['enginnering']
446,1, hakamata,102550,['hakamata']
447,1, alternation,102549,['alternation']
448,1, quickcomm,102548,['quickcomm']
449,1, rememberred,102547,['rememberred']
450,1, beimer,102546,['beimer']
451,1, echt,102545,['echt']
452,1, iffi,102544,['iffi']
453,1, kirk.fmi.uni,102543,['kirk.fmi.uni']
454,1, klausi,102542,['klausi']
455,1, liiiiiiebe,102541,['liiiiiiebe']
456,1, mutter,102540,['mutter']
457,1, onkel,102539,['onkel']
458,1, pichelsteiner,102538,['pichelsteiner']
459,1, rehlein,102537,['rehlein']
460,1, schildknecht,102536,['schildknecht']
461,1, stockbauer,102535,['stockbauer']
462,1, tanja,102534,['tanja']
463,1, walze,102533,['walze']
464,1, vfast,102532,['vfast']
465,1, catchword,102531,['catchword']
466,1, grayworks,102530,['grayworks']
467,1, yamohs,102529,['yamohs']
468,1, matsushita,102528,['matsushita']
469,1, nova.bellcore.com,102527,['nova.bellcore.com']
470,1, busier,102526,['busier']
471,1, mbhd,102525,['mbhd']
472,1, mspeed,102524,['mspeed']
473,1, pcnic,102523,['pcnic']
474,1, vanbokkelen,102522,['vanbokkelen']
475,1, superscape,102521,['superscape']
476,1, libvance,102520,['libvance']
477,1, adaptabtion,102519,['adaptabtion']
478,1, audion,102518,['audion']
479,1, reinitialization,102517,['reinitialization']
480,1, ncel.navy.mil,102516,['ncel.navy.mil']
481,1, roundup,102515,['roundup']
482,1, sumarize,102514,['sumarize']
483,1, tueday,102513,['tueday']
484,1, veeery,102512,['veeery']
485,1, cisko,102511,['cisko']
486,1, arapaho,102510,['arapaho']
487,1, ods.com,102509,['ods.com']
488,1, sleeping_dragon,102508,['sleeping_dragon']
489,1, mhall,102507,['mhall']
490,1, ogc,102506,['ogc']
491,1, armadillos,102505,['armadillo']
492,1, busby,102504,['busby']
493,1, resovled,102503,['resovled']
494,1, additonal,102502,['additonal']
495,1, literates,102501,['literate']
496,1, norden,102500,['norden']
497,1, nynashamn,102499,['nynashamn']
498,1, nynashamn.telesoft.se,102498,['nynashamn.telesoft.se']
499,1, staffan.ungsgard,102497,['staffan.ungsgard']
500,1, ungsgard,102496,['ungsgard']
501,1, utsiktsvagen,102495,['utsiktsvagen']
502,1, ggg,102494,['ggg']
503,1, hor,102493,['hor']
504,1, poping,102492,['poping']
505,1, usinf,102491,['usinf']
506,1, _canadian_,102490,['_canadian_']
507,1, estel,102489,['estel']
508,1, fastes,102488,['fastes']
509,1, iemand,102487,['iemand']
510,1, liefst,102486,['liefst']
511,1, misschien,102485,['misschien']
512,1, omgeving,102484,['omgeving']
513,1, verkrijg,102483,['verkrijg']
514,1, vertellen,102482,['vertellen']
515,1, waar,102481,['waar']
516,1, apapouts,102480,['apapouts']
517,1, lotds.uucp,102479,['lotds.uucp']
518,1, bspahh,102478,['bspahh']
519,1, cheapish,102477,['cheapish']
520,1, cuddly,102476,['cuddly']
521,1, corresponded,102475,['corresponded']
522,1, misdrawn,102474,['misdrawn']
523,1, gotcha's,102473,"[""gotcha's""]"
524,1, buad,102472,['buad']
525,1, gadiraju,102471,['gadiraju']
526,1, narm,102470,['narm']
527,1, ngadiraj,102469,['ngadiraj']
528,1, cat'd,102468,"[""cat'd""]"
529,1, gisie,102467,['gisie']
530,1, cs.msstate.edu,102466,['cs.msstate.edu']
531,1, logitec,102465,['logitec']
532,1, jcleon,102464,['jcleon']
533,1, jleon,102463,['jleon']
534,1, ucs.usc.edu,102462,['ucs.usc.edu']
535,1, arnd,102461,['arnd']
536,1, burghardt,102460,['burghardt']
537,1, cebit,102459,['cebit']
538,1, ibm.rz.tu,102458,['ibm.rz.tu']
539,1, inabu,102457,['inabu']
540,1, lilo,102456,['lilo']
541,1, marketer,102455,['marketer']
542,1, one_disk_,102454,['one_disk_']
543,1, presentor,102453,['presentor']
544,1, purposted,102452,['purposted']
545,1, standarts,102451,['standarts']
546,1, unly,102450,['unly']
547,1, adaptec.txt,102449,['adaptec.txt']
548,1, aspibin,102448,['aspibin']
549,1, aspibin.zip,102447,['aspibin.zip']
550,1, aspipat.zip,102446,['aspipat.zip']
551,1, aspisrc.zip,102445,['aspisrc.zip']
552,1, bustifix.exe,102444,['bustifix.exe']
553,1, cfff,102443,['cfff']
554,1, ctrlr,102442,['ctrlr']
555,1, mscdex.exe,102441,['mscdex.exe']
556,1, restarts,102440,['restarts']
557,1, rewinds,102439,['rewinds']
558,1, setscsi,102438,['setscsi']
559,1, terse,102437,['terse']
560,1, unixforum,102436,['unixforum']
561,1, fsh.exe,102435,['fsh.exe']
562,1, ftp.cica.indiana,102434,['ftp.cica.indiana']
563,1, exactlt,102433,['exactlt']
564,1, hwu,102432,['hwu']
565,1, singificant,102431,['singificant']
566,1, alows,102430,['alows']
567,1, floppys,102429,['floppy']
568,1, uninterupted,102428,['uninterupted']
569,1, elof.acc.iit.edu,102427,['elof.acc.iit.edu']
570,1, gelldav,102426,['gelldav']
571,1, manufacurers,102425,['manufacurers']
572,1, calcomp,102424,['calcomp']
573,1, kurta,102423,['kurta']
574,1, summagraphics,102422,['summagraphics']
575,1, freestyle,102421,['freestyle']
576,1, handrest,102420,['handrest']
577,1, lendino,102419,['lendino']
578,1, s.e.a.s,102418,['s.e.a.s']
579,1, winbook,102417,['winbook']
580,1, mezzianine,102416,['mezzianine']
581,1, fxm,102415,['fxm']
582,1, shen,102414,['shen']
583,1, shenx,102413,['shenx']
584,1, xiangxin,102412,['xiangxin']
585,1, _supposed_,102411,['_supposed_']
586,1, geltner,102410,['geltner']
587,1, soundblater,102409,['soundblater']
588,1, wavs,102408,['wavs']
589,1, cmps,102407,['cmps']
590,1, debugs,102406,['debugs']
591,1, eeap,102405,['eeap']
592,1, adaptecs,102404,['adaptecs']
593,1, buslogic's,102403,"[""buslogic's""]"
594,1, endusers,102402,['endusers']
595,1, peripheals,102401,['peripheals']
596,1, quantam,102400,['quantam']
597,1, cc.umontreal.ca,102399,['cc.umontreal.ca']
598,1, filippo,102398,['filippo']
599,1, grego,102397,['grego']
600,1, throughtput,102396,['throughtput']
601,1, choe,102395,['choe']
602,1, maxter,102394,['maxter']
603,1, numourous,102393,['numourous']
604,1, phys.washington.edu,102392,['phys.washington.edu']
605,1, waggoner,102391,['waggoner']
606,1, rimail.interlan.com,102390,['rimail.interlan.com']
607,1, scanlonm,102389,['scanlonm']
608,1, causeing,102388,['causeing']
609,1, althoug,102387,['althoug']
610,1, skanska,102386,['skanska']
611,1, skanska.se,102385,['skanska.se']
612,1, svensson,102384,['svensson']
613,1, bnc's,102383,"[""bnc's""]"
614,1, vix.com,102382,['vix.com']
615,1, cleve,102381,['cleve']
616,1, paulf,102380,['paulf']
617,1, amil,102379,['amil']
618,1, ncu.edu.tw,102378,['ncu.edu.tw']
619,1, thrir,102377,['thrir']
620,1, csisdn.com,102376,['csisdn.com']
621,1, sarti,102375,['sarti']
622,1, apppreciated,102374,['apppreciated']
623,1, horsing,102373,['horsing']
624,1, brisbane,102372,['brisbane']
625,1, socketing,102371,['socketing']
626,1, spart,102370,['spart']
627,1, bimodem,102369,['bimodem']
628,1, lapm,102368,['lapm']
629,1, s.o.l,102367,['s.o.l']
630,1, usr's,102366,"[""usr's""]"
631,1, estasic,102365,['estasic']
632,1, stasic,102364,['stasic']
633,1, pesso,102363,['pesso']
634,1, thermistor,102362,['thermistor']
635,1, oehlerking,102361,['oehlerking']
636,1, g.chow,102360,['g.chow']
637,1, gtchow,102359,['gtchow']
638,1, sheridan,102358,['sheridan']
639,1, bcstec.boeing.com,102357,['bcstec.boeing.com']
640,1, advertizments,102356,['advertizments']
641,1, chezzy,102355,['chezzy']
642,1, desined,102354,['desined']
643,1, expandsion,102353,['expandsion']
644,1, quatra,102352,['quatra']
645,1, scsi.ugh,102351,['scsi.ugh']
646,1, statosphere,102350,['statosphere']
647,1, ghoul,102349,['ghoul']
648,1, unprobability,102348,['unprobability']
649,1, gv,102347,['gv']
650,1, fncrdh.fnal.gov,102346,['fncrdh.fnal.gov']
651,1, peterschmidt,102345,['peterschmidt']
652,1, recoznized,102344,['recoznized']
653,1, dansk,102343,['dansk']
654,1, euromax,102342,['euromax']
655,1, vejle,102341,['vejle']
656,1, linefeeds,102340,['linefeeds']
657,1, u.washingt,102339,['u.washingt']
658,1, autoconfigure,102338,['autoconfigure']
659,1, fanout,102337,['fanout']
660,1, inesc.pt,102336,['inesc.pt']
661,1, ingrina,102335,['ingrina']
662,1, jma,102334,['jma']
663,1, armpit,102333,['armpit']
664,1, drp,102332,['drp']
665,1, geisert,102331,['geisert']
666,1, pokorny,102330,['pokorny']
667,1, laints,102329,['laints']
668,1, kissd,102328,['kissd']
669,1, misalign,102327,['misalign']
670,1, dpang,102326,['dpang']
671,1, nicji,102325,['nicji']
672,1, sb.you,102324,['sb.you']
673,1, bordujenko,102323,['bordujenko']
674,1, cronologia,102322,['cronologia']
675,1, facsimilie,102321,['facsimilie']
676,1, net.colourful.computer.world,102320,['net.colourful.computer.world']
677,1, tanus.oz.au,102319,['tanus.oz.au']
678,1, veroboard,102318,['veroboard']
679,1, wastepaper,102317,['wastepaper']
680,1, nimesh,102316,['nimesh']
681,1, tky.hp.com,102315,['tky.hp.com']
682,1, lcai,102314,['lcai']
683,1, mikesell,102313,['mikesell']
